Latitude: 40.93  Longitude: -81.43
X & Y on Lambert Conformal Conic: 1480277.88 -876.72
Tile: 11750
Elevation: 356 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,prcp (mm/day),tmax (deg c),tmin (deg c)
1980,1,0.00,-0.87,-3.48
1980,2,0.00,-0.92,-3.75
1980,3,0.00,-0.74,-3.81
1980,4,4.41,-2.58,-6.16
1980,5,1.74,-1.54,-6.51
1980,6,0.00,-1.24,-12.98
1980,7,0.00,2.83,-6.77
1980,8,0.00,-3.23,-9.36
1980,9,0.00,-2.13,-10.29
1980,10,11.68,5.14,-11.40
1980,11,21.55,12.11,-3.48
1980,12,0.00,-0.93,-9.67
1980,13,0.00,4.49,-8.62
1980,14,0.00,5.17,-0.24
1980,15,0.00,2.80,-0.59
1980,16,0.00,9.46,-1.14
1980,17,2.31,11.99,2.41
1980,18,0.00,4.20,0.08
1980,19,0.00,1.80,-1.03
1980,20,0.00,0.91,-4.38
1980,21,0.00,3.12,-7.04
1980,22,0.63,1.77,-1.94
1980,23,1.25,-0.38,-10.28
1980,24,2.34,-6.76,-14.19
1980,25,0.00,2.48,-8.51
1980,26,0.00,-2.48,-12.84
1980,27,0.00,-1.41,-13.02
1980,28,0.00,-4.16,-9.97
1980,29,0.00,-7.36,-11.95
1980,30,0.00,-4.98,-13.98
1980,31,1.11,-6.93,-11.04
1980,32,0.63,-7.62,-13.81
1980,33,0.00,-7.08,-16.66
1980,34,0.00,-6.11,-17.05
1980,35,0.00,-4.96,-14.71
1980,36,0.00,-1.96,-16.06
1980,37,0.00,-0.16,-9.00
1980,38,0.00,-2.71,-8.87
1980,39,0.00,-1.20,-11.71
1980,40,0.00,-1.58,-9.73
1980,41,0.00,-2.70,-12.15
1980,42,1.61,-0.98,-8.89
1980,43,0.00,-1.92,-12.96
1980,44,0.00,0.21,-13.57
1980,45,0.00,1.48,-4.55
1980,46,10.50,-1.11,-3.94
1980,47,3.16,-2.79,-9.92
1980,48,0.00,-6.41,-14.90
1980,49,0.00,-1.41,-15.60
1980,50,0.00,7.84,-6.07
1980,51,0.00,7.07,1.47
1980,52,11.03,6.33,1.40
1980,53,5.00,11.34,2.46
1980,54,1.13,4.74,1.33
1980,55,0.00,2.98,-0.60
1980,56,1.16,1.91,-4.90
1980,57,0.50,-3.34,-11.65
1980,58,1.30,-1.18,-8.10
1980,59,0.00,-3.48,-11.10
1980,60,0.00,-8.54,-16.49
1980,61,0.00,-10.23,-17.49
1980,62,0.00,-8.30,-19.51
1980,63,0.00,-0.51,-15.45
1980,64,3.00,5.92,-7.64
1980,65,4.81,6.01,-2.22
1980,66,0.00,2.11,-6.91
1980,67,27.29,5.97,-2.28
1980,68,12.74,11.43,-0.48
1980,69,0.00,5.05,-2.52
1980,70,2.54,11.33,-2.87
1980,71,0.00,0.34,-7.64
1980,72,0.00,-0.26,-11.16
1980,73,6.77,1.37,-3.95
1980,74,0.00,1.45,-3.06
1980,75,0.00,6.68,-6.28
1980,76,0.00,16.16,-1.69
1980,77,11.12,12.37,1.82
1980,78,0.00,6.12,-2.41
1980,79,0.00,12.11,-3.50
1980,80,8.38,14.30,4.38
1980,81,17.88,11.77,0.04
1980,82,0.00,2.38,-3.73
1980,83,0.00,7.51,-4.94
1980,84,7.42,8.84,1.41
1980,85,0.00,3.31,-0.77
1980,86,0.00,3.30,-1.75
1980,87,0.00,13.58,-3.25
1980,88,11.33,11.86,1.61
1980,89,3.31,9.37,3.52
1980,90,13.90,10.31,2.68
1980,91,2.06,11.00,5.05
1980,92,0.00,9.32,3.31
1980,93,0.00,11.78,2.96
1980,94,13.71,15.61,0.73
1980,95,3.38,11.12,1.93
1980,96,0.00,12.72,0.08
1980,97,0.00,16.16,1.51
1980,98,0.00,17.41,6.10
1980,99,23.27,17.79,8.64
1980,100,2.57,14.96,5.69
1980,101,1.69,8.96,2.76
1980,102,0.00,14.90,0.22
1980,103,4.48,12.91,4.35
1980,104,4.76,9.25,-0.23
1980,105,19.21,13.75,2.02
1980,106,4.18,6.89,1.44
1980,107,0.00,3.40,-2.13
1980,108,0.00,11.89,-4.70
1980,109,0.00,18.06,1.16
1980,110,0.00,21.71,3.81
1980,111,0.00,22.20,7.40
1980,112,0.00,19.75,2.61
1980,113,0.00,24.42,3.37
1980,114,0.00,19.58,5.26
1980,115,0.00,17.00,0.48
1980,116,0.00,13.14,3.49
1980,117,0.00,15.36,0.37
1980,118,3.74,12.03,2.35
1980,119,0.00,13.91,3.18
1980,120,0.00,14.95,3.56
1980,121,0.00,16.31,3.57
1980,122,0.00,18.60,5.67
1980,123,0.00,19.32,4.34
1980,124,0.00,24.65,6.03
1980,125,0.00,25.75,7.38
1980,126,0.00,28.70,10.49
1980,127,0.00,20.83,9.42
1980,128,0.00,15.30,6.54
1980,129,2.07,10.07,0.91
1980,130,0.00,13.65,0.91
1980,131,6.83,19.93,1.90
1980,132,17.20,24.58,9.92
1980,133,16.51,19.07,12.16
1980,134,6.87,25.80,13.02
1980,135,0.00,16.02,6.50
1980,136,0.00,16.58,2.82
1980,137,0.00,19.68,3.47
1980,138,23.16,17.16,10.67
1980,139,6.16,22.57,12.02
1980,140,4.80,20.25,12.08
1980,141,7.57,21.81,8.89
1980,142,0.00,23.46,12.36
1980,143,0.00,26.57,9.10
1980,144,1.36,25.92,12.50
1980,145,27.55,25.84,15.27
1980,146,0.00,25.81,13.00
1980,147,0.00,21.16,7.18
1980,148,0.00,22.15,4.26
1980,149,0.00,26.97,10.60
1980,150,0.00,27.62,13.74
1980,151,6.13,26.41,16.14
1980,152,0.00,26.47,16.52
1980,153,15.75,25.24,11.38
1980,154,19.44,24.75,16.27
1980,155,12.20,24.80,13.43
1980,156,0.00,20.93,9.35
1980,157,10.17,23.18,6.24
1980,158,10.72,27.57,12.57
1980,159,14.36,27.24,15.40
1980,160,2.79,21.95,10.20
1980,161,6.44,19.34,8.29
1980,162,0.00,13.95,6.13
1980,163,0.00,17.71,3.98
1980,164,0.00,23.06,5.50
1980,165,0.00,25.53,8.93
1980,166,0.00,27.77,11.69
1980,167,16.31,23.91,12.02
1980,168,0.00,17.63,8.81
1980,169,0.00,21.10,4.11
1980,170,0.00,24.17,9.09
1980,171,3.47,25.27,10.62
1980,172,0.00,21.91,9.25
1980,173,0.00,24.34,10.23
1980,174,0.00,26.75,10.77
1980,175,0.00,28.93,13.82
1980,176,0.00,26.99,16.54
1980,177,0.00,28.21,13.46
1980,178,0.00,30.41,15.64
1980,179,0.00,28.46,18.05
1980,180,4.57,31.90,17.00
1980,181,1.26,27.61,17.42
1980,182,0.00,20.80,12.65
1980,183,0.00,24.96,11.12
1980,184,0.00,26.98,17.00
1980,185,0.00,26.53,13.97
1980,186,4.57,27.55,13.22
1980,187,7.79,27.71,18.17
1980,188,0.00,24.31,14.14
1980,189,0.00,24.75,9.71
1980,190,8.99,28.81,16.06
1980,191,13.98,24.97,12.85
1980,192,0.00,28.55,17.28
1980,193,13.50,30.43,15.96
1980,194,5.53,25.99,17.00
1980,195,0.00,26.79,12.53
1980,196,0.00,29.61,11.77
1980,197,0.00,33.82,17.91
1980,198,0.00,33.35,22.78
1980,199,0.00,30.21,19.78
1980,200,0.00,29.11,16.13
1980,201,0.00,32.46,18.56
1980,202,0.00,35.50,22.22
1980,203,37.86,33.00,20.24
1980,204,21.24,22.11,17.78
1980,205,0.00,25.03,15.86
1980,206,0.00,27.54,13.00
1980,207,0.00,28.03,13.89
1980,208,0.00,28.60,15.50
1980,209,25.55,27.75,17.64
1980,210,8.17,25.66,18.72
1980,211,0.00,27.42,18.17
1980,212,0.00,27.13,17.66
1980,213,0.00,29.55,16.28
1980,214,0.00,30.02,19.93
1980,215,24.99,29.55,19.00
1980,216,4.24,25.46,18.78
1980,217,0.00,29.16,16.96
1980,218,7.32,29.85,19.74
1980,219,0.00,29.60,20.41
1980,220,0.00,30.44,20.92
1980,221,9.94,32.16,20.85
1980,222,0.00,30.11,20.78
1980,223,21.00,28.51,19.90
1980,224,10.74,29.09,19.88
1980,225,0.00,25.86,17.28
1980,226,1.35,26.19,14.24
1980,227,3.18,28.47,18.34
1980,228,2.45,25.46,16.71
1980,229,0.00,21.84,11.81
1980,230,35.76,18.72,14.19
1980,231,0.00,26.26,15.68
1980,232,0.00,27.99,19.77
1980,233,7.55,27.58,19.47
1980,234,25.35,29.52,19.28
1980,235,0.00,25.61,18.60
1980,236,0.00,26.68,15.89
1980,237,0.00,27.27,15.13
1980,238,0.00,28.35,14.68
1980,239,0.00,29.05,16.23
1980,240,0.00,29.92,17.69
1980,241,0.00,31.31,18.78
1980,242,0.00,29.67,18.95
1980,243,0.00,27.32,19.83
1980,244,0.00,27.94,17.99
1980,245,0.00,30.45,20.59
1980,246,0.00,27.96,19.57
1980,247,0.00,27.55,14.57
1980,248,1.24,29.37,14.55
1980,249,0.00,27.96,16.97
1980,250,0.00,27.56,15.00
1980,251,0.00,25.43,11.26
1980,252,0.00,26.84,12.49
1980,253,14.25,25.08,13.65
1980,254,0.00,20.72,10.39
1980,255,0.00,23.60,8.50
1980,256,0.00,26.15,10.81
1980,257,16.10,29.37,16.03
1980,258,8.14,27.65,17.15
1980,259,0.00,18.89,14.40
1980,260,4.38,22.21,12.77
1980,261,2.52,20.53,12.90
1980,262,0.00,20.78,10.39
1980,263,0.00,25.01,9.48
1980,264,0.00,28.29,14.19
1980,265,0.00,29.16,18.90
1980,266,11.74,26.71,19.46
1980,267,0.00,20.94,11.30
1980,268,0.00,19.22,7.09
1980,269,5.09,20.70,8.86
1980,270,0.00,15.90,6.71
1980,271,0.00,17.48,3.66
1980,272,0.00,20.67,6.67
1980,273,0.00,22.96,6.42
1980,274,0.00,23.77,7.75
1980,275,3.04,24.23,9.92
