Latitude: 39.59  Longitude: -84.22
X & Y on Lambert Conformal Conic: 1287494.12 -186263.25
Tile: 11568
Elevation: 293 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,prcp (mm/day),tmax (deg c),tmin (deg c)
1980,1,0.00,-1.30,-3.52
1980,2,0.00,-0.69,-3.22
1980,3,1.55,0.65,-2.57
1980,4,4.33,-1.64,-4.46
1980,5,0.00,-3.10,-6.62
1980,6,0.00,1.98,-6.76
1980,7,0.00,1.21,-6.10
1980,8,0.00,-2.32,-9.02
1980,9,0.00,-0.97,-8.74
1980,10,34.33,8.94,-8.86
1980,11,13.32,12.55,-4.41
1980,12,0.00,-1.21,-8.70
1980,13,3.60,6.65,-7.42
1980,14,0.00,6.63,-1.89
1980,15,0.00,5.66,-1.19
1980,16,0.00,11.20,1.33
1980,17,0.00,11.89,3.04
1980,18,0.00,5.10,-1.98
1980,19,0.94,5.16,-3.38
1980,20,0.00,3.82,-2.62
1980,21,0.00,2.56,-7.45
1980,22,0.00,3.10,-5.03
1980,23,2.46,-3.37,-9.02
1980,24,5.84,1.99,-12.33
1980,25,0.00,6.08,-6.41
1980,26,0.00,1.16,-7.07
1980,27,0.00,1.78,-6.05
1980,28,0.00,-3.25,-8.12
1980,29,0.00,-5.49,-11.13
1980,30,2.65,-5.35,-11.85
1980,31,0.00,-6.19,-12.15
1980,32,0.00,-5.93,-14.75
1980,33,0.00,-3.76,-15.96
1980,34,0.00,-3.73,-16.35
1980,35,0.00,-2.67,-15.87
1980,36,4.12,-1.53,-14.66
1980,37,0.00,-0.48,-9.75
1980,38,0.00,-1.50,-12.41
1980,39,2.58,-0.65,-11.90
1980,40,1.41,-0.14,-8.45
1980,41,0.00,-0.82,-9.35
1980,42,1.61,-0.19,-9.50
1980,43,0.00,-2.17,-16.39
1980,44,0.00,0.91,-15.92
1980,45,1.94,3.45,-9.74
1980,46,7.43,3.44,-2.07
1980,47,0.00,-1.34,-8.57
1980,48,0.00,-6.15,-17.21
1980,49,0.00,1.29,-14.86
1980,50,1.32,7.91,-9.05
1980,51,0.52,5.77,0.05
1980,52,7.73,10.18,2.18
1980,53,0.00,11.84,2.95
1980,54,0.00,7.98,1.86
1980,55,0.00,3.75,-0.67
1980,56,3.56,2.25,-4.05
1980,57,0.00,-2.05,-14.14
1980,58,6.12,0.36,-10.03
1980,59,0.00,-1.25,-7.85
1980,60,3.66,-7.30,-14.76
1980,61,3.35,-9.66,-15.51
1980,62,0.00,-8.61,-19.40
1980,63,0.00,-1.60,-20.12
1980,64,11.43,5.84,-13.26
1980,65,4.82,6.37,-2.76
1980,66,0.00,4.70,-5.83
1980,67,10.00,7.02,-3.47
1980,68,0.00,14.07,0.21
1980,69,0.00,8.66,-1.26
1980,70,2.49,13.06,-1.31
1980,71,0.00,3.11,-7.61
1980,72,2.92,0.92,-7.65
1980,73,2.44,4.49,-4.51
1980,74,0.00,4.74,-3.96
1980,75,0.00,15.87,-4.70
1980,76,5.76,18.29,-0.01
1980,77,7.69,13.67,5.46
1980,78,0.00,7.62,-2.82
1980,79,0.00,13.73,-3.03
1980,80,13.93,12.71,1.86
1980,81,0.00,9.26,1.88
1980,82,0.00,8.64,-2.16
1980,83,5.41,13.18,-0.99
1980,84,5.93,12.61,2.20
1980,85,0.00,5.99,0.55
1980,86,0.00,3.96,-0.23
1980,87,0.00,13.87,-2.84
1980,88,8.85,11.08,1.78
1980,89,0.00,10.70,6.05
1980,90,15.63,8.60,3.04
1980,91,2.50,9.28,4.21
1980,92,0.00,8.86,4.50
1980,93,0.00,18.26,1.74
1980,94,6.28,18.09,4.38
1980,95,0.00,10.37,4.07
1980,96,0.00,13.54,-0.08
1980,97,5.56,17.61,-0.10
1980,98,2.58,20.00,3.31
1980,99,7.96,20.10,9.20
1980,100,5.21,12.49,6.64
1980,101,0.00,9.50,3.05
1980,102,5.89,16.94,-0.07
1980,103,2.33,12.71,3.36
1980,104,14.83,7.41,1.82
1980,105,3.90,11.17,1.96
1980,106,0.00,6.16,-0.45
1980,107,0.00,8.89,-1.01
1980,108,0.00,14.69,-1.83
1980,109,0.00,19.44,1.58
1980,110,0.00,22.51,4.26
1980,111,5.16,23.90,6.07
1980,112,0.00,21.38,7.51
1980,113,0.00,27.69,5.74
1980,114,0.00,21.87,10.59
1980,115,0.00,18.87,3.71
1980,116,0.00,13.40,0.68
1980,117,0.00,14.82,3.17
1980,118,2.38,13.61,5.27
1980,119,2.55,11.45,3.82
1980,120,2.00,15.30,3.75
1980,121,0.00,17.65,3.94
1980,122,0.00,19.90,5.71
1980,123,0.00,20.00,6.02
1980,124,0.00,24.12,7.23
1980,125,0.00,28.14,7.92
1980,126,0.00,28.88,8.91
1980,127,0.00,24.00,11.78
1980,128,0.00,17.02,9.08
1980,129,0.00,12.66,0.35
1980,130,0.00,17.96,0.75
1980,131,0.00,21.41,3.02
1980,132,14.03,27.55,10.25
1980,133,18.29,24.57,16.26
1980,134,0.00,26.99,15.35
1980,135,0.00,19.02,8.21
1980,136,0.00,20.41,4.36
1980,137,19.31,19.95,7.73
1980,138,26.21,17.74,9.81
1980,139,16.72,23.12,13.33
1980,140,6.96,22.55,13.82
1980,141,0.00,20.72,13.50
1980,142,0.00,23.71,12.01
1980,143,0.00,25.49,12.69
1980,144,10.79,25.61,14.70
1980,145,3.55,24.90,15.03
1980,146,0.00,27.06,14.92
1980,147,0.00,23.28,9.78
1980,148,0.00,24.83,7.01
1980,149,0.00,28.13,8.92
1980,150,0.00,29.90,12.82
1980,151,4.87,27.88,16.43
1980,152,0.00,28.33,18.70
1980,153,13.55,24.71,17.21
1980,154,24.42,25.77,18.29
1980,155,0.00,27.93,17.50
1980,156,0.00,23.97,13.99
1980,157,0.00,25.74,12.31
1980,158,0.00,30.40,16.51
1980,159,11.23,30.38,20.32
1980,160,0.00,20.89,13.67
1980,161,11.00,22.77,9.69
1980,162,0.00,18.77,9.91
1980,163,0.00,19.59,5.68
1980,164,0.00,23.64,7.25
1980,165,0.00,26.56,8.64
1980,166,0.00,29.42,12.63
1980,167,13.70,28.24,17.72
1980,168,0.00,21.44,9.99
1980,169,0.00,21.98,6.68
1980,170,0.00,25.32,8.71
1980,171,8.24,27.24,10.59
1980,172,0.00,24.25,7.63
1980,173,0.00,25.65,9.32
1980,174,0.00,28.66,10.85
1980,175,20.26,30.03,13.49
1980,176,6.68,27.51,16.95
1980,177,0.00,27.76,15.49
1980,178,0.00,31.27,16.16
1980,179,0.00,32.62,18.99
1980,180,51.99,31.92,19.84
1980,181,0.00,28.62,18.49
1980,182,0.00,25.25,13.60
1980,183,0.00,27.74,12.92
1980,184,13.27,31.27,16.70
1980,185,6.06,28.19,19.12
1980,186,0.00,29.16,20.08
1980,187,4.61,30.65,20.02
1980,188,0.00,26.65,17.97
1980,189,0.00,27.65,13.24
1980,190,17.90,35.10,18.33
1980,191,24.77,31.59,21.21
1980,192,9.15,30.69,20.52
