Latitude: 41.34  Longitude: -84.43
X & Y on Lambert Conformal Conic: 1236132.28 -7183.16
Tile: 11748
Elevation: 213 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,prcp (mm/day),tmax (deg c),tmin (deg c)
1980,1,0.00,-1.31,-4.30
1980,2,0.42,0.07,-4.16
1980,3,0.00,-0.90,-3.93
1980,4,1.42,-2.29,-5.58
1980,5,0.00,-2.62,-7.53
1980,6,0.78,-0.34,-10.10
1980,7,0.00,-1.76,-9.56
1980,8,0.00,-4.38,-12.93
1980,9,0.00,-4.00,-11.94
1980,10,4.82,6.54,-10.62
1980,11,2.18,12.18,-5.66
1980,12,0.00,-1.22,-11.60
1980,13,1.31,4.98,-9.65
1980,14,0.00,7.30,-3.59
1980,15,0.00,2.84,-2.90
1980,16,3.24,8.68,-0.78
1980,17,0.00,7.80,1.07
1980,18,0.00,3.56,-0.39
1980,19,0.00,3.36,-2.02
1980,20,0.00,1.81,-5.21
1980,21,0.00,1.83,-6.80
1980,22,0.00,2.65,-4.78
1980,23,1.30,-3.64,-9.80
1980,24,4.06,-4.19,-13.73
1980,25,0.00,0.53,-11.40
1980,26,0.00,-2.51,-15.49
1980,27,0.00,-2.49,-14.66
1980,28,0.00,-5.98,-14.36
1980,29,0.00,-8.87,-14.74
1980,30,0.00,-5.16,-15.65
1980,31,0.00,-7.07,-15.74
1980,32,0.00,-6.49,-18.01
1980,33,0.00,-3.99,-16.93
1980,34,0.00,-5.32,-14.57
1980,35,0.00,-2.99,-16.61
1980,36,2.18,-2.92,-16.79
1980,37,0.00,-1.24,-11.80
1980,38,0.00,-1.18,-14.66
1980,39,0.61,-1.33,-15.49
1980,40,1.40,-1.47,-12.49
1980,41,0.00,-2.45,-14.64
1980,42,0.00,-3.77,-12.54
1980,43,0.00,-3.72,-15.61
1980,44,0.00,-0.54,-15.75
1980,45,3.09,1.32,-9.83
1980,46,6.06,-0.24,-3.86
1980,47,0.00,-3.97,-12.54
1980,48,0.00,-7.87,-19.22
1980,49,0.00,-0.82,-18.49
1980,50,0.00,5.55,-11.05
1980,51,0.00,4.05,-1.16
1980,52,16.38,5.26,-0.17
1980,53,0.00,6.05,0.36
1980,54,0.00,3.72,-0.03
1980,55,0.00,1.74,-2.17
1980,56,3.15,0.32,-4.82
1980,57,0.00,-3.55,-15.12
1980,58,1.23,-1.49,-12.87
1980,59,0.00,-1.53,-9.48
1980,60,0.00,-7.44,-17.03
1980,61,0.00,-6.93,-16.19
1980,62,0.00,-5.41,-19.39
1980,63,0.00,-1.74,-16.73
1980,64,1.65,5.24,-11.44
1980,65,1.41,2.54,-4.07
1980,66,0.00,-0.26,-10.36
1980,67,16.15,3.33,-7.48
1980,68,3.89,1.43,-3.00
1980,69,0.00,3.96,-3.79
1980,70,0.00,10.08,-2.11
1980,71,0.00,1.60,-8.06
1980,72,1.86,-1.44,-10.99
1980,73,2.10,2.06,-8.32
1980,74,0.00,4.31,-3.95
1980,75,0.00,8.79,-3.91
1980,76,20.97,13.65,-1.57
1980,77,5.54,11.00,2.59
1980,78,0.00,7.41,-3.23
1980,79,0.00,11.41,-1.89
1980,80,17.34,12.71,1.22
1980,81,0.00,6.75,-0.25
1980,82,0.00,6.35,-3.15
1980,83,0.56,7.72,-2.78
1980,84,9.01,6.78,0.50
1980,85,0.00,2.98,-1.11
1980,86,0.00,4.34,-3.22
1980,87,0.00,11.71,-3.42
1980,88,11.08,9.64,-0.80
1980,89,0.00,7.68,2.34
1980,90,9.57,7.77,1.35
1980,91,0.00,6.85,2.34
1980,92,1.82,8.05,2.38
1980,93,0.00,9.86,2.95
1980,94,15.50,12.33,1.08
1980,95,0.00,8.07,2.19
1980,96,0.00,14.12,0.18
1980,97,0.00,16.13,1.53
1980,98,0.99,15.68,5.29
1980,99,6.11,19.03,8.71
1980,100,3.10,10.58,4.67
1980,101,0.00,6.39,0.94
1980,102,4.01,14.43,0.46
1980,103,0.00,11.50,3.21
1980,104,13.94,9.49,-0.73
1980,105,2.80,7.73,-0.14
1980,106,1.38,5.96,-0.57
1980,107,0.00,8.24,-2.74
1980,108,0.00,13.15,-2.05
1980,109,0.00,21.16,0.00
1980,110,0.00,22.07,4.92
1980,111,0.00,23.75,7.76
1980,112,0.00,21.69,3.61
1980,113,0.00,29.59,7.36
1980,114,0.00,21.61,9.35
1980,115,0.00,14.64,0.87
1980,116,0.00,13.32,1.30
1980,117,0.00,16.39,0.81
1980,118,24.58,13.03,3.26
1980,119,2.12,11.18,4.79
1980,120,0.00,16.40,3.62
1980,121,0.00,14.55,4.91
1980,122,0.00,19.48,2.96
1980,123,0.00,21.72,5.18
1980,124,0.00,26.00,7.87
1980,125,0.00,27.64,7.61
1980,126,0.00,29.45,11.14
1980,127,0.00,25.14,9.80
1980,128,0.00,15.76,5.99
1980,129,0.00,11.16,0.90
1980,130,0.00,16.56,0.70
1980,131,2.75,20.31,2.17
1980,132,3.88,20.95,8.76
1980,133,10.20,18.95,9.26
1980,134,5.34,25.39,10.40
1980,135,0.00,18.21,6.29
1980,136,0.00,18.37,3.49
1980,137,6.26,19.57,4.68
1980,138,27.64,17.24,8.30
1980,139,0.98,21.32,11.42
1980,140,0.00,20.15,11.67
1980,141,0.00,21.46,9.29
1980,142,0.00,24.69,9.29
1980,143,0.00,28.08,9.69
1980,144,2.43,25.48,11.19
1980,145,3.77,25.63,14.27
1980,146,0.00,27.10,15.61
1980,147,0.00,24.39,8.02
1980,148,0.00,26.33,6.46
1980,149,0.00,30.04,9.44
1980,150,4.61,31.02,14.45
1980,151,8.88,29.32,17.26
1980,152,0.00,25.24,16.63
1980,153,38.79,25.66,12.89
1980,154,5.50,25.37,14.67
1980,155,0.00,24.14,17.08
1980,156,0.00,23.89,10.97
1980,157,0.00,24.30,10.35
1980,158,0.00,29.72,14.18
1980,159,25.23,28.76,18.58
1980,160,0.00,20.01,10.00
1980,161,0.00,20.32,9.95
1980,162,0.00,17.80,5.33
1980,163,0.00,20.66,4.38
1980,164,0.00,25.32,6.69
1980,165,0.00,27.89,10.38
1980,166,0.00,27.12,13.62
1980,167,21.55,24.15,14.37
1980,168,0.00,20.93,7.01
1980,169,0.00,23.04,6.61
1980,170,0.00,26.17,7.81
1980,171,10.57,25.79,10.90
1980,172,0.00,23.81,7.06
1980,173,0.00,25.82,8.77
1980,174,0.00,28.98,11.23
1980,175,1.27,30.65,13.81
1980,176,0.00,29.40,16.97
1980,177,0.00,30.57,16.89
1980,178,0.00,32.80,17.63
1980,179,0.00,31.62,19.78
1980,180,0.00,31.36,18.07
1980,181,0.00,32.20,19.68
1980,182,0.00,25.48,12.88
1980,183,0.00,27.62,11.94
1980,184,0.00,28.91,16.32
1980,185,0.00,29.74,15.08
1980,186,10.96,29.56,16.92
1980,187,28.08,29.05,19.58
1980,188,0.00,26.48,13.42
1980,189,7.76,27.61,12.36
1980,190,0.00,33.01,18.34
1980,191,13.57,27.49,17.33
1980,192,0.00,30.96,18.24
1980,193,0.00,31.88,17.52
1980,194,20.97,26.94,18.61
1980,195,0.00,28.64,15.01
1980,196,0.00,32.40,15.95
1980,197,0.00,36.80,20.15
1980,198,0.00,34.89,21.31
1980,199,0.00,30.55,19.39
1980,200,0.00,29.80,15.90
1980,201,1.77,33.15,18.53
1980,202,0.00,36.36,21.71
1980,203,42.33,31.91,20.88
1980,204,6.41,28.25,18.57
1980,205,0.00,26.29,15.43
1980,206,0.00,27.80,13.91
1980,207,0.00,29.24,14.59
1980,208,0.00,30.30,16.03
1980,209,21.20,26.44,18.55
1980,210,9.16,24.24,18.63
1980,211,0.00,28.68,14.76
1980,212,0.00,27.41,13.33
1980,213,0.00,33.67,15.69
1980,214,0.00,31.94,19.06
1980,215,7.52,28.31,20.13
1980,216,0.00,28.31,18.83
1980,217,0.00,30.99,16.29
1980,218,10.83,30.05,18.80
1980,219,0.00,30.42,18.17
1980,220,0.00,33.39,18.45
1980,221,5.50,33.31,20.64
1980,222,0.00,31.62,20.82
1980,223,9.42,30.23,19.55
1980,224,13.49,27.37,19.27
1980,225,0.00,25.97,16.03
1980,226,14.45,26.64,12.87
1980,227,5.81,27.28,15.77
1980,228,0.00,25.48,16.83
1980,229,7.52,22.45,13.42
1980,230,10.00,20.20,14.10
1980,231,0.00,27.63,15.67
1980,232,9.26,28.96,16.54
1980,233,13.14,30.23,17.80
1980,234,5.81,29.88,19.05
1980,235,0.00,28.29,15.12
1980,236,0.00,26.73,13.61
1980,237,0.00,28.84,13.35
1980,238,0.00,29.36,13.66
1980,239,0.00,30.32,15.29
1980,240,0.00,31.44,16.40
1980,241,0.00,32.69,17.51
1980,242,0.00,31.64,18.22
1980,243,11.22,29.59,17.61
1980,244,8.05,28.68,18.21
1980,245,6.36,30.11,18.96
1980,246,0.97,27.49,18.71
1980,247,0.00,27.31,11.58
1980,248,11.82,27.99,13.86
1980,249,0.00,27.47,15.74
1980,250,0.00,27.65,14.54
1980,251,0.00,25.81,12.41
1980,252,0.00,28.90,12.78
1980,253,3.60,26.75,14.69
1980,254,0.00,23.14,8.24
1980,255,0.00,24.13,7.63
1980,256,0.00,23.77,9.95
1980,257,2.36,28.57,14.87
1980,258,0.00,26.74,16.75
1980,259,0.00,20.66,12.56
1980,260,16.56,21.90,12.00
1980,261,4.28,19.15,11.10
1980,262,0.00,22.16,5.41
1980,263,0.00,26.86,7.00
1980,264,0.00,29.85,12.09
1980,265,0.00,30.54,17.83
1980,266,12.35,32.58,19.20
1980,267,0.00,23.20,10.00
1980,268,0.00,21.18,6.58
1980,269,1.29,23.38,8.19
1980,270,0.00,19.00,6.99
1980,271,0.00,20.34,1.43
1980,272,0.00,22.17,4.37
1980,273,0.00,25.57,8.13
1980,274,0.00,26.77,7.90
1980,275,6.44,27.14,9.98
1980,276,0.00,21.90,9.23
1980,277,0.00,14.90,6.09
1980,278,0.00,10.26,2.22
1980,279,0.00,10.91,-0.11
1980,280,0.00,16.01,-0.61
1980,281,0.00,20.48,0.79
1980,282,0.00,27.49,4.96
1980,283,0.00,20.99,6.12
1980,284,0.00,23.80,1.72
1980,285,0.00,16.52,4.05
1980,286,0.00,10.80,3.20
1980,287,0.70,13.42,-2.09
1980,288,0.49,15.25,0.03
1980,289,0.55,22.03,4.40
1980,290,0.00,24.63,7.64
1980,291,7.61,20.81,11.69
1980,292,0.00,16.64,6.14
1980,293,0.00,10.88,2.14
1980,294,0.00,13.36,3.07
1980,295,0.00,15.97,4.35
1980,296,0.00,13.81,-1.33
1980,297,0.00,14.51,-0.19
1980,298,16.01,16.93,1.08
1980,299,0.59,8.91,1.84
1980,300,0.00,3.70,0.01
1980,301,11.41,5.37,-2.54
1980,302,0.00,5.80,-1.92
1980,303,0.00,8.76,-4.17
1980,304,0.00,9.32,-4.67
1980,305,0.00,14.46,-2.07
1980,306,0.00,10.47,-1.61
1980,307,0.00,10.15,-4.53
1980,308,0.66,21.24,-0.70
1980,309,0.00,14.43,5.30
1980,310,0.00,9.72,-2.58
1980,311,0.00,14.35,-3.71
1980,312,1.01,18.91,2.90
1980,313,0.00,15.64,3.00
1980,314,0.00,18.62,3.78
1980,315,0.00,10.52,0.58
1980,316,0.00,4.95,-6.48
1980,317,0.00,4.50,-7.25
1980,318,6.15,17.48,-2.96
1980,319,3.39,10.68,2.22
1980,320,0.00,4.40,0.38
1980,321,0.00,4.99,-3.02
1980,322,0.00,2.28,-3.55
1980,323,0.00,2.93,-3.75
1980,324,0.00,6.51,-5.63
1980,325,0.00,7.14,-4.55
1980,326,0.00,6.27,-2.93
1980,327,0.00,9.93,-5.72
1980,328,1.23,6.74,-2.38
1980,329,0.74,6.06,2.08
1980,330,0.00,3.47,-2.42
1980,331,3.88,4.37,-8.07
1980,332,7.19,3.13,-5.50
1980,333,2.41,2.80,-1.03
1980,334,0.00,2.78,-2.66
1980,335,0.00,9.45,-2.68
1980,336,6.55,10.75,-0.09
1980,337,0.00,11.46,1.09
1980,338,0.00,-2.19,-10.05
1980,339,0.00,1.89,-8.70
1980,340,0.00,6.47,-4.67
1980,341,5.66,13.44,1.40
1980,342,3.13,14.83,7.15
1980,343,13.98,14.29,7.20
1980,344,3.21,5.13,0.14
1980,345,0.00,1.22,-2.60
1980,346,0.72,-0.85,-9.20
1980,347,0.00,9.04,-7.02
1980,348,0.00,4.29,-3.19
1980,349,0.00,1.71,-5.73
1980,350,0.00,-0.17,-5.83
1980,351,0.00,-0.27,-7.87
1980,352,0.00,0.77,-12.03
1980,353,0.48,3.51,-8.59
1980,354,0.00,-5.64,-13.50
1980,355,0.00,-7.46,-17.31
1980,356,0.00,-4.97,-16.37
1980,357,0.00,-1.24,-14.11
1980,358,4.11,1.68,-8.14
1980,359,3.00,0.44,-7.87
1980,360,0.00,-6.67,-19.70
1980,361,0.00,-5.69,-16.34
1980,362,0.00,-2.17,-13.79
1980,363,4.68,1.62,-16.83
1980,364,8.09,2.00,-11.31
1980,365,3.46,0.12,-4.83
1981,1,1.11,-0.38,-5.48
1981,2,2.08,-3.08,-8.77
1981,3,0.00,-8.25,-14.35
1981,4,0.00,-13.34,-25.68
1981,5,0.00,-7.53,-24.60
1981,6,5.10,-2.44,-15.59
1981,7,0.00,-5.90,-12.38
1981,8,0.00,-8.39,-22.99
1981,9,0.00,-8.84,-23.35
1981,10,0.00,-8.02,-20.39
1981,11,0.00,-9.80,-19.64
1981,12,0.00,-8.12,-19.23
1981,13,0.00,-1.84,-14.89
1981,14,0.00,-3.59,-18.05
1981,15,0.29,-2.15,-13.32
1981,16,0.00,-3.13,-13.26
1981,17,0.00,-4.89,-13.14
1981,18,0.00,1.33,-12.26
1981,19,0.00,3.94,-10.59
1981,20,0.00,4.73,-5.42
1981,21,0.00,0.52,-3.87
1981,22,0.00,1.39,-4.13
1981,23,0.00,1.52,-5.46
1981,24,0.00,4.50,-10.45
1981,25,0.00,6.82,-9.26
1981,26,0.00,6.39,-1.88
1981,27,0.00,3.81,-0.92
1981,28,0.00,1.50,-4.45
1981,29,0.00,-1.79,-10.37
1981,30,0.00,-4.56,-14.14
1981,31,4.94,-0.03,-16.43
1981,32,8.08,3.37,-10.72
1981,33,1.12,-2.79,-11.83
1981,34,0.00,-10.90,-19.30
1981,35,0.00,-8.52,-17.57
1981,36,0.69,-4.09,-17.98
1981,37,0.00,-0.55,-13.46
1981,38,0.00,2.13,-8.73
1981,39,0.00,-3.60,-11.89
1981,40,3.92,-0.56,-12.10
1981,41,25.58,4.11,-9.96
1981,42,1.35,-0.23,-10.86
1981,43,0.00,-9.47,-20.35
1981,44,0.00,-1.57,-18.65
1981,45,0.00,4.76,-13.24
1981,46,0.65,8.27,-8.31
1981,47,1.29,8.65,-0.49
1981,48,0.00,9.43,2.84
1981,49,0.00,13.17,3.36
1981,50,10.48,9.83,4.50
1981,51,0.00,7.89,0.97
1981,52,0.00,4.79,-1.56
1981,53,2.64,8.98,-0.52
1981,54,2.73,8.23,0.90
1981,55,0.00,6.63,-0.50
1981,56,0.00,6.60,-2.48
1981,57,0.00,2.61,-3.79
1981,58,0.00,7.81,-3.59
1981,59,0.00,8.62,-1.74
1981,60,0.00,3.78,-0.21
1981,61,0.00,3.60,-1.52
1981,62,0.00,2.54,-7.98
1981,63,1.44,2.53,-5.19
1981,64,0.00,2.94,-1.81
1981,65,0.71,2.81,-5.78
1981,66,0.00,-0.24,-7.88
1981,67,0.00,2.92,-5.83
1981,68,0.00,7.80,-3.11
1981,69,0.00,8.33,-1.42
1981,70,0.00,4.68,-2.24
1981,71,0.00,13.97,-3.10
1981,72,0.00,9.08,-2.09
1981,73,0.00,6.93,-8.57
1981,74,0.00,15.54,-4.15
1981,75,0.00,7.25,-5.86
1981,76,0.00,4.24,-6.02
1981,77,0.00,1.89,-10.23
1981,78,0.73,-0.25,-8.60
1981,79,0.00,1.76,-6.30
1981,80,0.00,9.28,-4.75
1981,81,0.00,8.59,-5.37
1981,82,0.00,12.12,-3.88
1981,83,0.00,13.02,-4.31
1981,84,0.00,13.23,-4.84
1981,85,3.42,15.68,-1.65
1981,86,0.00,12.25,0.35
1981,87,0.00,22.83,-1.48
1981,88,2.75,24.33,4.51
1981,89,0.00,18.27,10.28
